name,region,date,value
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2016-07-15,1566192
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2016-08-15,1464441
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2016-09-15,1545983
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2016-10-15,1608515
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2016-11-15,1706395
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2016-12-15,1764214
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-01-15,1669844
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-02-15,1522479
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-03-15,1574757
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-04-15,1571177
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-05-15,1685121
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-06-15,1792758
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-07-15,1874512
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-08-15,1830994
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-09-15,1883496
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-10-15,1768353
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-11-15,1750547
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2017-12-15,1815047
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-01-15,1841084
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-02-15,1772824
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-03-15,1751960
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-04-15,1867912
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-05-15,1731670
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-06-15,1807148
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-07-15,1765857
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-08-15,1740556
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-09-15,1859371
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-10-15,1807305
Средняя сумма заявки на ипотечный кредит,Республика Северная Осетия-Алания,2018-11-15,1870085
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-01-15,1231368
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-02-15,1184643
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-03-15,1243529
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-04-15,1268032
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-05-15,1249870
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-06-15,1301686
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-07-15,1339832
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-08-15,1398058
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-09-15,1284103
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-10-15,1414768
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-11-15,1342961
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2013-12-15,1414746
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-01-15,1407593
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-02-15,1379262
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-03-15,1381098
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-04-15,1400428
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-05-15,1428691
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-06-15,1431892
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-07-15,1424355
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-08-15,1476037
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-09-15,1463268
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-10-15,1437686
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-11-15,1428040
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2014-12-15,1453040
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-01-15,1400832
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-02-15,1395077
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-03-15,1473340
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-04-15,1502182
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-05-15,1431734
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-06-15,1461072
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-07-15,1419109
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-08-15,1433971
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-09-15,1463300
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-10-15,1462821
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-11-15,1513870
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2015-12-15,1488665
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-01-15,1464089
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-02-15,1487742
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-03-15,1420955
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-04-15,1419494
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-05-15,1405667
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-06-15,1412481
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-07-15,1422952
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-08-15,1446826
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-09-15,1416575
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-10-15,1432982
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-11-15,1467927
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2016-12-15,1504664
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-01-15,1520188
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-02-15,1534032
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-03-15,1549028
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-04-15,1537145
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-05-15,1543898
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-06-15,1571263
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-07-15,1586427
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-08-15,1690244
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-09-15,1672989
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-10-15,1659550
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-11-15,1667093
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2017-12-15,1702496
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-01-15,1725604
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-02-15,1753678
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-03-15,1744234
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-04-15,1754541
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-05-15,1772774
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-06-15,1772170
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-07-15,1818406
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-08-15,1803459
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-09-15,1820144
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-10-15,1839664
Средняя сумма заявки на ипотечный кредит,Республика Татарстан,2018-11-15,1899689
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-01-15,2114590
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-02-15,1926768
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-03-15,2159408
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-04-15,2027421
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-05-15,2082519
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-06-15,2032022
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-07-15,2036848
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-08-15,2261550
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-09-15,2007068
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-10-15,1859766
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-11-15,1877608
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2013-12-15,2011629
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-01-15,2066489
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-02-15,2054914
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-03-15,2133029
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-04-15,1917109
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-05-15,2032878
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-06-15,1873223
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-07-15,1862482
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-08-15,1881533
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-09-15,1792294
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-10-15,1868916
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-11-15,1901003
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2014-12-15,2014093
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-01-15,2019308
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-02-15,1869776
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-03-15,1821357
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-04-15,1924733
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-05-15,1918123
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-06-15,1871131
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-07-15,1787378
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-08-15,1885540
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-09-15,1872004
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-10-15,1734650
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-11-15,1817356
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2015-12-15,1757647
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-01-15,1833926
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-02-15,1896075
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-03-15,1668742
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-04-15,1820597
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-05-15,1781846
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-06-15,1765150
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-07-15,1841781
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-08-15,1767720
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-09-15,1798627
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-10-15,1851125
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-11-15,1759786
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2016-12-15,2009363
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-01-15,1913265
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-02-15,1919922
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-03-15,1885639
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-04-15,1788019
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-05-15,1911921
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-06-15,1866940
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-07-15,1864640
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-08-15,1974538
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-09-15,2040946
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-10-15,1949386
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-11-15,2025339
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2017-12-15,2020840
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-01-15,2133413
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-02-15,2170194
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-03-15,2126090
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-04-15,1937193
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-05-15,2086311
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-06-15,2044165
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-07-15,2040283
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-08-15,2104985
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-09-15,2173107
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-10-15,2092420
Средняя сумма заявки на ипотечный кредит,Республика Тыва,2018-11-15,2242744
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-01-15,1059308
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-02-15,1110604
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-03-15,1049325
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-04-15,1147325
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-05-15,1170036
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-06-15,1153656
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-07-15,1232327
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-08-15,1238085
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-09-15,1192669
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-10-15,1419123
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-11-15,1211732
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2013-12-15,1336586
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-01-15,1371409
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-02-15,1321968
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-03-15,1342221
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-04-15,1331322
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-05-15,1386380
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-06-15,1314815
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-07-15,1295542
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-08-15,1287072
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-09-15,1213083
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-10-15,1259264
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-11-15,1307681
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2014-12-15,1340368
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-01-15,1163123
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-02-15,1283135
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-03-15,1189931
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-04-15,1281655
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-05-15,1184600
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-06-15,1255771
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-07-15,1303801
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-08-15,1221575
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-09-15,1229698
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-10-15,1222426
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-11-15,1212383
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2015-12-15,1275599
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-01-15,1298786
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-02-15,1224740
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-03-15,1288885
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-04-15,1218896
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-05-15,1214625
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-06-15,1267910
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-07-15,1220779
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-08-15,1242654
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-09-15,1251203
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-10-15,1270366
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-11-15,1276535
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2016-12-15,1291069
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-01-15,1376573
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-02-15,1399974
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-03-15,1361594
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-04-15,1370584
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-05-15,1390278
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-06-15,1300594
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-07-15,1384445
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-08-15,1394597
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-09-15,1440428
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-10-15,1478628
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-11-15,1525834
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2017-12-15,1451494
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-01-15,1492966
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-02-15,1495080
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-03-15,1494783
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-04-15,1504341
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-05-15,1533770
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-06-15,1540737
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-07-15,1544438
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-08-15,1550321
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-09-15,1581042
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-10-15,1544911
Средняя сумма заявки на ипотечный кредит,Республика Хакасия,2018-11-15,1482482
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-01-15,1295621
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-02-15,1202270
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-03-15,1312309
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-04-15,1245611
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-05-15,1282401
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-06-15,1298325
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-07-15,1361829
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-08-15,1312139
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-09-15,1265441
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-10-15,1320899
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-11-15,1322110
Средняя сумма заявки на ипотечный кредит,Ростовская область,2013-12-15,1333979
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-01-15,1325156
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-02-15,1389353
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-03-15,1373263
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-04-15,1359967
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-05-15,1400897
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-06-15,1446493
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-07-15,1375606
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-08-15,1391210
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-09-15,1414173
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-10-15,1419589
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-11-15,1374085
Средняя сумма заявки на ипотечный кредит,Ростовская область,2014-12-15,1495304
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-01-15,1310059
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-02-15,1397141
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-03-15,1360951
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-04-15,1376736
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-05-15,1400897
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-06-15,1410323
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-07-15,1478842
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-08-15,1430765
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-09-15,1424239
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-10-15,1461231
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-11-15,1513646
Средняя сумма заявки на ипотечный кредит,Ростовская область,2015-12-15,1450055
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-01-15,1425931
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-02-15,1494801
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-03-15,1432354
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-04-15,1433038
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-05-15,1425522
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-06-15,1436407
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-07-15,1412335
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-08-15,1446591
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-09-15,1470055
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-10-15,1458678
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-11-15,1463388
Средняя сумма заявки на ипотечный кредит,Ростовская область,2016-12-15,1537655
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-01-15,1463963
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-02-15,1511563
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-03-15,1547495
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-04-15,1498500
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-05-15,1536600
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-06-15,1564248
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-07-15,1576935
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-08-15,1575885
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-09-15,1611072
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-10-15,1613059
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-11-15,1625303
Средняя сумма заявки на ипотечный кредит,Ростовская область,2017-12-15,1617721
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-01-15,1653684
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-02-15,1718903
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-03-15,1786472
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-04-15,1801106
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-05-15,1846195
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-06-15,1761654
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-07-15,1707723
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-08-15,1681571
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-09-15,1700154
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-10-15,1700300
Средняя сумма заявки на ипотечный кредит,Ростовская область,2018-11-15,1805570
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-01-15,1171851
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-02-15,1141240
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-03-15,1153768
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-04-15,1172554
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-05-15,1154801
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-06-15,1207508
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-07-15,1226377
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-08-15,1222118
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-09-15,1149874
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-10-15,1242882
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-11-15,1257820
Средняя сумма заявки на ипотечный кредит,Рязанская область,2013-12-15,1199570
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-01-15,1199888
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-02-15,1216890
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-03-15,1212361
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-04-15,1222226
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-05-15,1269776
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-06-15,1233608
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-07-15,1243887
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-08-15,1279810
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-09-15,1219922
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-10-15,1180775
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-11-15,1172491
Средняя сумма заявки на ипотечный кредит,Рязанская область,2014-12-15,1252373
Средняя сумма заявки на ипотечный кредит,Рязанская область,2015-01-15,1012865
Средняя сумма заявки на ипотечный кредит,Рязанская область,2015-02-15,1065653
